asset_id,date,alarm_count,exceeds_isa_target
P-0100,2025-03-27,5,False
P-0100,2025-03-28,10,False
P-0100,2025-03-29,9,False
P-0100,2025-03-30,7,False
P-0100,2025-03-31,7,False
P-0100,2025-04-01,6,False
P-0100,2025-04-02,6,False
P-0100,2025-04-03,7,False
P-0100,2025-04-04,8,False
P-0100,2025-04-05,5,False
P-0100,2025-04-06,11,False
P-0100,2025-04-07,4,False
P-0100,2025-04-08,7,False
P-0100,2025-04-09,13,False
P-0100,2025-04-10,12,False
P-0100,2025-04-11,7,False
P-0100,2025-04-12,6,False
P-0100,2025-04-13,3,False
P-0100,2025-04-14,4,False
P-0100,2025-04-15,7,False
P-0100,2025-04-16,10,False
P-0100,2025-04-17,7,False
P-0100,2025-04-18,11,False
P-0100,2025-04-19,5,False
P-0100,2025-04-20,8,False
P-0100,2025-04-21,7,False
P-0100,2025-04-22,9,False
P-0100,2025-04-23,8,False
P-0100,2025-04-24,4,False
P-0100,2025-04-25,8,False
P-0100,2025-04-26,7,False
P-0100,2025-04-27,10,False
P-0100,2025-04-28,12,False
P-0100,2025-04-29,9,False
P-0100,2025-04-30,9,False
P-0100,2025-05-01,13,False
P-0100,2025-05-02,10,False
P-0100,2025-05-03,8,False
P-0100,2025-05-04,9,False
P-0100,2025-05-05,9,False
P-0100,2025-05-06,10,False
P-0100,2025-05-07,12,False
P-0100,2025-05-08,13,False
P-0100,2025-05-09,11,False
P-0100,2025-05-10,6,False
P-0100,2025-05-11,16,False
P-0100,2025-05-12,11,False
P-0100,2025-05-13,9,False
P-0100,2025-05-14,12,False
P-0100,2025-05-15,11,False
P-0100,2025-05-16,12,False
P-0100,2025-05-17,10,False
P-0100,2025-05-18,15,False
P-0100,2025-05-19,12,False
P-0100,2025-05-20,14,False
P-0100,2025-05-21,10,False
P-0100,2025-05-22,17,False
P-0100,2025-05-23,10,False
P-0100,2025-05-24,10,False
P-0100,2025-05-25,15,False
P-0100,2025-05-26,14,False
P-0100,2025-05-27,10,False
P-0100,2025-05-28,13,False
P-0100,2025-05-29,23,False
P-0100,2025-05-30,8,False
P-0100,2025-05-31,13,False
P-0100,2025-06-01,16,False
P-0100,2025-06-02,12,False
P-0100,2025-06-03,13,False
P-0100,2025-06-04,15,False
P-0100,2025-06-05,12,False
P-0100,2025-06-06,14,False
P-0100,2025-06-07,13,False
P-0100,2025-06-08,11,False
P-0100,2025-06-09,13,False
P-0100,2025-06-10,13,False
P-0100,2025-06-11,13,False
P-0100,2025-06-12,19,False
P-0100,2025-06-13,15,False
P-0100,2025-06-14,15,False
P-0100,2025-06-15,15,False
P-0100,2025-06-16,19,False
P-0100,2025-06-17,12,False
P-0100,2025-06-18,13,False
P-0100,2025-06-19,15,False
P-0100,2025-06-20,19,False
P-0100,2025-06-21,16,False
P-0100,2025-06-22,15,False
P-0100,2025-06-23,18,False
P-0100,2025-06-24,15,False
P-0100,2025-06-25,17,False
P-0100,2025-06-26,20,False
P-0100,2025-06-27,11,False
P-0100,2025-06-28,16,False
P-0100,2025-06-29,17,False
P-0100,2025-06-30,12,False
P-0100,2025-07-01,20,False
P-0100,2025-07-02,14,False
P-0100,2025-07-03,19,False
P-0100,2025-07-04,16,False
P-0100,2025-07-05,14,False
P-0100,2025-07-06,17,False
P-0100,2025-07-07,15,False
P-0100,2025-07-08,17,False
P-0100,2025-07-09,19,False
P-0100,2025-07-10,21,False
P-0100,2025-07-11,23,False
P-0100,2025-07-12,19,False
P-0100,2025-07-13,16,False
P-0100,2025-07-14,17,False
P-0100,2025-07-15,16,False
P-0100,2025-07-16,18,False
P-0100,2025-07-17,15,False
P-0100,2025-07-18,20,False
P-0100,2025-07-19,20,False
P-0100,2025-07-20,18,False
P-0100,2025-07-21,18,False
P-0100,2025-07-22,21,False
P-0100,2025-07-23,21,False
P-0100,2025-07-24,17,False
P-0100,2025-07-25,22,False
P-0100,2025-07-26,21,False
P-0100,2025-07-27,20,False
P-0100,2025-07-28,19,False
P-0100,2025-07-29,23,False
P-0100,2025-07-30,21,False
P-0100,2025-07-31,17,False
P-0100,2025-08-01,24,False
P-0100,2025-08-02,17,False
P-0100,2025-08-03,20,False
P-0100,2025-08-04,19,False
P-0100,2025-08-05,22,False
P-0100,2025-08-06,23,False
P-0100,2025-08-07,18,False
P-0100,2025-08-08,20,False
P-0100,2025-08-09,23,False
P-0100,2025-08-10,22,False
P-0100,2025-08-11,23,False
P-0100,2025-08-12,19,False
P-0100,2025-08-13,22,False
P-0100,2025-08-14,20,False
P-0100,2025-08-15,25,False
P-0100,2025-08-16,22,False
P-0100,2025-08-17,23,False
P-0100,2025-08-18,23,False
P-0100,2025-08-19,24,False
P-0100,2025-08-20,20,False
P-0100,2025-08-21,28,False
P-0100,2025-08-22,24,False
P-0100,2025-08-23,25,False
P-0100,2025-08-24,25,False
P-0100,2025-08-25,22,False
P-0100,2025-08-26,22,False
P-0100,2025-08-27,21,False
P-0100,2025-08-28,20,False
P-0100,2025-08-29,22,False
P-0100,2025-08-30,28,False
P-0100,2025-08-31,24,False
P-0100,2025-09-01,24,False
P-0100,2025-09-02,22,False
P-0100,2025-09-03,24,False
P-0100,2025-09-04,29,False
P-0100,2025-09-05,23,False
P-0100,2025-09-06,22,False
P-0100,2025-09-07,22,False
P-0100,2025-09-08,26,False
P-0100,2025-09-09,24,False
P-0100,2025-09-10,23,False
P-0100,2025-09-11,21,False
P-0100,2025-09-12,22,False
P-0100,2025-09-13,28,False
P-0100,2025-09-14,24,False
P-0100,2025-09-15,27,False
P-0100,2025-09-16,23,False
P-0100,2025-09-17,27,False
P-0100,2025-09-18,24,False
P-0100,2025-09-19,24,False
P-0100,2025-09-20,25,False
P-0100,2025-09-21,25,False
P-0100,2025-09-22,24,False
P-0100,2025-09-23,22,False
P-0100,2025-09-24,25,False
P-0100,2025-09-25,25,False
P-0100,2025-09-26,28,False
P-0100,2025-09-27,23,False
P-0100,2025-09-28,33,False
P-0100,2025-09-29,29,False
P-0100,2025-09-30,30,False
P-0100,2025-10-01,27,False
P-0100,2025-10-02,25,False
P-0100,2025-10-03,26,False
P-0100,2025-10-04,26,False
P-0100,2025-10-05,31,False
P-0100,2025-10-06,31,False
P-0100,2025-10-07,29,False
P-0100,2025-10-08,28,False
P-0100,2025-10-09,29,False
P-0100,2025-10-10,29,False
P-0100,2025-10-11,28,False
P-0100,2025-10-12,23,False
P-0100,2025-10-13,34,False
P-0100,2025-10-14,32,False
P-0100,2025-10-15,30,False
P-0100,2025-10-16,31,False
P-0100,2025-10-17,28,False
P-0100,2025-10-18,29,False
P-0100,2025-10-19,31,False
P-0100,2025-10-20,32,False
P-0100,2025-10-21,31,False
P-0100,2025-10-22,37,False
P-0100,2025-10-23,32,False
P-0100,2025-10-24,30,False
P-0100,2025-10-25,33,False
P-0100,2025-10-26,26,False
P-0100,2025-10-27,31,False
P-0100,2025-10-28,29,False
P-0100,2025-10-29,28,False
P-0100,2025-10-30,36,False
P-0100,2025-10-31,27,False
P-0100,2025-11-01,36,False
P-0100,2025-11-02,28,False
P-0100,2025-11-03,29,False
P-0100,2025-11-04,34,False
P-0100,2025-11-05,32,False
P-0100,2025-11-06,33,False
P-0100,2025-11-07,33,False
P-0100,2025-11-08,35,False
P-0100,2025-11-09,32,False
P-0100,2025-11-10,32,False
P-0100,2025-11-11,31,False
P-0100,2025-11-12,33,False
P-0100,2025-11-13,26,False
P-0100,2025-11-14,36,False
P-0100,2025-11-15,31,False
P-0100,2025-11-16,33,False
P-0100,2025-11-17,28,False
P-0100,2025-11-18,32,False
P-0100,2025-11-19,31,False
P-0100,2025-11-20,34,False
P-0100,2025-11-21,31,False
P-0100,2025-11-22,33,False
P-0100,2025-11-23,37,False
P-0100,2025-11-24,38,False
P-0100,2025-11-25,36,False
P-0100,2025-11-26,31,False
P-0100,2025-11-27,33,False
P-0100,2025-11-28,33,False
P-0100,2025-11-29,36,False
P-0100,2025-11-30,33,False
P-0100,2025-12-01,37,False
P-0100,2025-12-02,33,False
P-0100,2025-12-03,35,False
P-0100,2025-12-04,34,False
P-0100,2025-12-05,31,False
P-0100,2025-12-06,36,False
P-0100,2025-12-07,36,False
P-0100,2025-12-08,34,False
P-0100,2025-12-09,32,False
P-0100,2025-12-10,39,False
P-0100,2025-12-11,38,False
P-0100,2025-12-12,35,False
P-0100,2025-12-13,37,False
P-0100,2025-12-14,40,False
P-0100,2025-12-15,35,False
P-0100,2025-12-16,41,False
P-0100,2025-12-17,36,False
P-0100,2025-12-18,42,False
P-0100,2025-12-19,38,False
P-0100,2025-12-20,38,False
P-0100,2025-12-21,35,False
P-0100,2025-12-22,40,False
P-0100,2025-12-23,35,False
P-0100,2025-12-24,35,False
P-0100,2025-12-25,36,False
P-0100,2025-12-26,33,False
P-0100,2025-12-27,3,False
P-0100,2025-12-28,3,False
P-0100,2025-12-29,6,False
P-0100,2025-12-30,6,False
P-0100,2025-12-31,2,False
P-0200,2025-01-01,7,False
P-0200,2025-01-02,9,False
P-0200,2025-01-03,8,False
P-0200,2025-01-04,8,False
P-0200,2025-01-05,5,False
P-0200,2025-01-06,10,False
P-0200,2025-01-07,7,False
P-0200,2025-01-08,6,False
P-0200,2025-01-09,6,False
P-0200,2025-01-10,6,False
P-0200,2025-01-11,6,False
P-0200,2025-01-12,10,False
P-0200,2025-01-13,7,False
P-0200,2025-01-14,3,False
P-0200,2025-01-15,5,False
P-0200,2025-01-16,6,False
P-0200,2025-01-17,7,False
P-0200,2025-01-18,9,False
P-0200,2025-01-19,8,False
P-0200,2025-01-20,17,False
P-0200,2025-01-21,6,False
P-0200,2025-01-22,5,False
P-0200,2025-01-23,4,False
P-0200,2025-01-24,7,False
P-0200,2025-01-25,7,False
P-0200,2025-01-26,8,False
P-0200,2025-01-27,6,False
P-0200,2025-01-28,4,False
P-0200,2025-01-29,6,False
P-0200,2025-01-30,5,False
P-0200,2025-01-31,6,False
P-0200,2025-02-01,4,False
P-0200,2025-02-02,3,False
P-0200,2025-02-03,3,False
P-0200,2025-02-04,9,False
P-0200,2025-02-05,3,False
P-0200,2025-02-06,3,False
P-0200,2025-02-07,4,False
P-0200,2025-02-08,6,False
P-0200,2025-02-09,4,False
P-0200,2025-02-10,5,False
P-0200,2025-02-11,6,False
P-0200,2025-02-12,5,False
P-0200,2025-02-13,3,False
P-0200,2025-02-14,6,False
P-0200,2025-02-15,4,False
P-0200,2025-02-16,2,False
P-0200,2025-02-17,1,False
P-0200,2025-02-18,3,False
P-0200,2025-02-19,5,False
P-0200,2025-02-20,5,False
P-0200,2025-02-21,4,False
P-0200,2025-02-22,2,False
P-0200,2025-02-23,5,False
P-0200,2025-02-24,6,False
P-0200,2025-02-25,7,False
P-0200,2025-02-26,5,False
P-0200,2025-02-27,10,False
P-0200,2025-02-28,3,False
P-0200,2025-03-01,6,False
P-0200,2025-03-02,2,False
P-0200,2025-03-03,8,False
P-0200,2025-03-04,5,False
P-0200,2025-03-05,4,False
P-0200,2025-03-06,4,False
P-0200,2025-03-07,9,False
P-0200,2025-03-08,4,False
P-0200,2025-03-09,5,False
P-0200,2025-03-10,6,False
P-0200,2025-03-11,5,False
P-0200,2025-03-12,7,False
P-0200,2025-03-13,5,False
P-0200,2025-03-14,6,False
P-0200,2025-03-15,8,False
P-0200,2025-03-16,7,False
P-0200,2025-03-17,9,False
P-0200,2025-03-18,6,False
P-0200,2025-03-19,7,False
P-0200,2025-03-20,6,False
P-0200,2025-03-21,10,False
P-0200,2025-03-22,6,False
P-0200,2025-03-23,4,False
P-0200,2025-03-24,6,False
P-0200,2025-03-25,1,False
P-0200,2025-03-26,8,False
P-0200,2025-03-27,6,False
P-0200,2025-03-28,8,False
P-0200,2025-03-29,4,False
P-0200,2025-03-30,5,False
P-0200,2025-03-31,7,False
P-0200,2025-04-01,6,False
P-0200,2025-04-02,4,False
P-0200,2025-04-03,6,False
P-0200,2025-04-04,2,False
P-0200,2025-04-05,10,False
P-0200,2025-04-06,11,False
P-0200,2025-04-07,8,False
P-0200,2025-04-08,3,False
P-0200,2025-04-09,3,False
P-0200,2025-04-10,6,False
P-0200,2025-04-11,6,False
P-0200,2025-04-12,8,False
P-0200,2025-04-13,4,False
P-0200,2025-04-14,5,False
P-0200,2025-04-15,7,False
P-0200,2025-04-16,8,False
P-0200,2025-04-17,5,False
P-0200,2025-04-18,3,False
P-0200,2025-04-19,3,False
P-0200,2025-04-20,4,False
P-0200,2025-04-21,5,False
P-0200,2025-04-22,8,False
P-0200,2025-04-23,4,False
P-0200,2025-04-24,7,False
P-0200,2025-04-25,7,False
P-0200,2025-04-26,11,False
P-0200,2025-04-27,6,False
P-0200,2025-04-28,6,False
P-0200,2025-04-29,7,False
P-0200,2025-04-30,10,False
P-0200,2025-05-01,5,False
P-0200,2025-05-02,7,False
P-0200,2025-05-03,10,False
P-0200,2025-05-04,9,False
P-0200,2025-05-05,6,False
P-0200,2025-05-06,5,False
P-0200,2025-05-07,9,False
P-0200,2025-05-08,9,False
P-0200,2025-05-09,6,False
P-0200,2025-05-10,8,False
P-0200,2025-05-11,4,False
P-0200,2025-05-12,4,False
P-0200,2025-05-13,5,False
P-0200,2025-05-15,4,False
P-0200,2025-05-16,4,False
P-0200,2025-05-17,6,False
P-0200,2025-05-18,2,False
P-0200,2025-05-19,5,False
P-0200,2025-05-20,4,False
P-0200,2025-05-21,10,False
P-0200,2025-05-22,8,False
P-0200,2025-05-23,6,False
P-0200,2025-05-24,2,False
P-0200,2025-05-25,9,False
P-0200,2025-05-26,4,False
P-0200,2025-05-27,7,False
P-0200,2025-05-28,6,False
P-0200,2025-05-29,6,False
P-0200,2025-05-30,2,False
P-0200,2025-05-31,7,False
P-0200,2025-06-01,6,False
P-0200,2025-06-02,11,False
P-0200,2025-06-03,5,False
P-0200,2025-06-04,4,False
P-0200,2025-06-05,2,False
P-0200,2025-06-06,4,False
P-0200,2025-06-07,4,False
P-0200,2025-06-08,6,False
P-0200,2025-06-09,6,False
P-0200,2025-06-10,3,False
P-0200,2025-06-11,11,False
P-0200,2025-06-12,7,False
P-0200,2025-06-13,7,False
P-0200,2025-06-14,11,False
P-0200,2025-06-15,7,False
P-0200,2025-06-16,9,False
P-0200,2025-06-17,8,False
P-0200,2025-06-18,7,False
P-0200,2025-06-19,4,False
P-0200,2025-06-20,8,False
P-0200,2025-06-21,6,False
P-0200,2025-06-22,1,False
P-0200,2025-06-23,7,False
P-0200,2025-06-24,9,False
P-0200,2025-06-25,9,False
P-0200,2025-06-26,5,False
P-0200,2025-06-27,8,False
P-0200,2025-06-28,7,False
P-0200,2025-06-29,6,False
P-0200,2025-06-30,12,False
P-0200,2025-07-01,9,False
P-0200,2025-07-02,5,False
P-0200,2025-07-03,4,False
P-0200,2025-07-04,5,False
P-0200,2025-07-05,3,False
P-0200,2025-07-06,6,False
P-0200,2025-07-07,13,False
P-0200,2025-07-08,3,False
P-0200,2025-07-09,11,False
P-0200,2025-07-10,3,False
P-0200,2025-07-11,7,False
P-0200,2025-07-12,7,False
P-0200,2025-07-13,4,False
P-0200,2025-07-14,8,False
P-0200,2025-07-15,4,False
P-0200,2025-07-16,8,False
P-0200,2025-07-17,9,False
P-0200,2025-07-18,9,False
P-0200,2025-07-19,2,False
P-0200,2025-07-20,6,False
P-0200,2025-07-21,5,False
P-0200,2025-07-22,7,False
P-0200,2025-07-23,6,False
P-0200,2025-07-24,4,False
P-0200,2025-07-25,8,False
P-0200,2025-07-26,9,False
P-0200,2025-07-27,9,False
P-0200,2025-07-28,6,False
P-0200,2025-07-29,5,False
P-0200,2025-07-30,2,False
P-0200,2025-07-31,5,False
P-0200,2025-08-01,4,False
P-0200,2025-08-02,6,False
P-0200,2025-08-03,5,False
P-0200,2025-08-04,5,False
P-0200,2025-08-05,8,False
P-0200,2025-08-06,5,False
P-0200,2025-08-07,10,False
P-0200,2025-08-08,5,False
P-0200,2025-08-09,4,False
P-0200,2025-08-10,8,False
P-0200,2025-08-11,10,False
P-0200,2025-08-12,4,False
P-0200,2025-08-13,5,False
P-0200,2025-08-14,3,False
P-0200,2025-08-15,5,False
P-0200,2025-08-16,11,False
P-0200,2025-08-17,6,False
P-0200,2025-08-18,2,False
P-0200,2025-08-19,4,False
P-0200,2025-08-20,4,False
P-0200,2025-08-21,5,False
P-0200,2025-08-22,3,False
P-0200,2025-08-23,6,False
P-0200,2025-08-24,5,False
P-0200,2025-08-25,6,False
P-0200,2025-08-26,9,False
P-0200,2025-08-27,9,False
P-0200,2025-08-28,8,False
P-0200,2025-08-29,3,False
P-0200,2025-08-30,7,False
P-0200,2025-08-31,6,False
P-0200,2025-09-01,2,False
P-0200,2025-09-02,2,False
P-0200,2025-09-03,9,False
P-0200,2025-09-04,5,False
P-0200,2025-09-05,4,False
P-0200,2025-09-06,9,False
P-0200,2025-09-07,6,False
P-0200,2025-09-08,6,False
P-0200,2025-09-09,11,False
P-0200,2025-09-10,5,False
P-0200,2025-09-11,8,False
P-0200,2025-09-12,7,False
P-0200,2025-09-13,2,False
P-0200,2025-09-14,9,False
P-0200,2025-09-15,8,False
P-0200,2025-09-16,12,False
P-0200,2025-09-17,6,False
P-0200,2025-09-18,8,False
P-0200,2025-09-19,4,False
P-0200,2025-09-20,6,False
P-0200,2025-09-21,6,False
P-0200,2025-09-22,6,False
P-0200,2025-09-23,2,False
P-0200,2025-09-24,7,False
P-0200,2025-09-25,6,False
P-0200,2025-09-26,4,False
P-0200,2025-09-27,8,False
P-0200,2025-09-28,5,False
P-0200,2025-09-29,4,False
P-0200,2025-09-30,5,False
P-0200,2025-10-01,11,False
P-0200,2025-10-02,5,False
P-0200,2025-10-03,6,False
P-0200,2025-10-04,7,False
P-0200,2025-10-05,7,False
P-0200,2025-10-06,8,False
P-0200,2025-10-07,8,False
P-0200,2025-10-08,4,False
P-0200,2025-10-09,4,False
P-0200,2025-10-10,3,False
P-0200,2025-10-11,9,False
P-0200,2025-10-12,4,False
P-0200,2025-10-13,8,False
P-0200,2025-10-14,4,False
P-0200,2025-10-15,5,False
P-0200,2025-10-16,9,False
P-0200,2025-10-17,5,False
P-0200,2025-10-18,6,False
P-0200,2025-10-19,6,False
P-0200,2025-10-20,10,False
P-0200,2025-10-21,7,False
P-0200,2025-10-22,7,False
P-0200,2025-10-23,6,False
P-0200,2025-10-24,4,False
P-0200,2025-10-25,4,False
P-0200,2025-10-26,5,False
P-0200,2025-10-27,7,False
P-0200,2025-10-28,6,False
P-0200,2025-10-29,5,False
P-0200,2025-10-30,3,False
P-0200,2025-10-31,5,False
P-0200,2025-11-01,5,False
P-0200,2025-11-02,2,False
P-0200,2025-11-03,10,False
P-0200,2025-11-04,13,False
P-0200,2025-11-05,3,False
P-0200,2025-11-06,3,False
P-0200,2025-11-07,5,False
P-0200,2025-11-08,9,False
P-0200,2025-11-09,6,False
P-0200,2025-11-10,9,False
P-0200,2025-11-11,4,False
P-0200,2025-11-12,9,False
P-0200,2025-11-13,4,False
P-0200,2025-11-14,3,False
P-0200,2025-11-15,4,False
P-0200,2025-11-16,7,False
P-0200,2025-11-17,3,False
P-0200,2025-11-18,6,False
P-0200,2025-11-19,6,False
P-0200,2025-11-20,5,False
P-0200,2025-11-21,3,False
P-0200,2025-11-22,3,False
P-0200,2025-11-23,2,False
P-0200,2025-11-24,5,False
P-0200,2025-11-25,7,False
P-0200,2025-11-26,4,False
P-0200,2025-11-27,3,False
P-0200,2025-11-28,3,False
P-0200,2025-11-29,9,False
P-0200,2025-11-30,7,False
P-0200,2025-12-01,6,False
P-0200,2025-12-02,8,False
P-0200,2025-12-03,6,False
P-0200,2025-12-04,5,False
P-0200,2025-12-05,3,False
P-0200,2025-12-06,4,False
P-0200,2025-12-07,5,False
P-0200,2025-12-08,5,False
P-0200,2025-12-09,4,False
P-0200,2025-12-10,6,False
P-0200,2025-12-11,5,False
P-0200,2025-12-12,4,False
P-0200,2025-12-13,5,False
P-0200,2025-12-14,4,False
P-0200,2025-12-15,5,False
P-0200,2025-12-16,8,False
P-0200,2025-12-17,8,False
P-0200,2025-12-18,8,False
P-0200,2025-12-19,6,False
P-0200,2025-12-20,6,False
P-0200,2025-12-21,4,False
P-0200,2025-12-22,7,False
P-0200,2025-12-23,6,False
P-0200,2025-12-24,5,False
P-0200,2025-12-25,8,False
P-0200,2025-12-26,11,False
P-0200,2025-12-27,7,False
P-0200,2025-12-28,4,False
P-0200,2025-12-29,8,False
P-0200,2025-12-30,4,False
P-0200,2025-12-31,4,False
P-0300,2025-01-01,7,False
P-0300,2025-01-02,4,False
P-0300,2025-01-03,7,False
P-0300,2025-01-04,6,False
P-0300,2025-01-05,8,False
P-0300,2025-01-06,3,False
P-0300,2025-01-07,2,False
P-0300,2025-01-08,7,False
P-0300,2025-01-09,5,False
P-0300,2025-01-10,5,False
P-0300,2025-01-11,4,False
P-0300,2025-01-12,6,False
P-0300,2025-01-13,8,False
P-0300,2025-01-14,11,False
P-0300,2025-01-15,6,False
P-0300,2025-01-16,12,False
P-0300,2025-01-17,9,False
P-0300,2025-01-18,7,False
P-0300,2025-01-19,4,False
P-0300,2025-01-20,5,False
P-0300,2025-01-21,6,False
P-0300,2025-01-22,6,False
P-0300,2025-01-23,4,False
P-0300,2025-01-24,7,False
P-0300,2025-01-25,6,False
P-0300,2025-01-26,8,False
P-0300,2025-01-27,4,False
P-0300,2025-01-28,5,False
P-0300,2025-01-29,4,False
P-0300,2025-01-30,6,False
P-0300,2025-01-31,8,False
P-0300,2025-02-01,7,False
P-0300,2025-02-02,12,False
P-0300,2025-02-03,6,False
P-0300,2025-02-04,9,False
P-0300,2025-02-05,4,False
P-0300,2025-02-06,9,False
P-0300,2025-02-07,7,False
P-0300,2025-02-08,7,False
P-0300,2025-02-09,5,False
P-0300,2025-02-10,4,False
P-0300,2025-02-11,5,False
P-0300,2025-02-12,4,False
P-0300,2025-02-13,5,False
P-0300,2025-02-14,9,False
P-0300,2025-02-15,7,False
P-0300,2025-02-16,6,False
P-0300,2025-02-17,4,False
P-0300,2025-02-18,7,False
P-0300,2025-02-19,7,False
P-0300,2025-02-20,8,False
P-0300,2025-02-21,4,False
P-0300,2025-02-22,4,False
P-0300,2025-02-23,1,False
P-0300,2025-02-24,9,False
P-0300,2025-02-25,8,False
P-0300,2025-02-26,6,False
P-0300,2025-02-27,2,False
P-0300,2025-02-28,4,False
P-0300,2025-03-01,9,False
P-0300,2025-03-02,3,False
P-0300,2025-03-03,6,False
P-0300,2025-03-04,4,False
P-0300,2025-03-05,8,False
P-0300,2025-03-06,7,False
P-0300,2025-03-07,8,False
P-0300,2025-03-08,7,False
P-0300,2025-03-10,1,False
P-0300,2025-03-11,10,False
P-0300,2025-03-12,9,False
P-0300,2025-03-13,5,False
P-0300,2025-03-14,6,False
P-0300,2025-03-15,6,False
P-0300,2025-03-16,9,False
P-0300,2025-03-17,10,False
P-0300,2025-03-18,6,False
P-0300,2025-03-19,4,False
P-0300,2025-03-20,4,False
P-0300,2025-03-21,10,False
P-0300,2025-03-22,10,False
P-0300,2025-03-23,2,False
P-0300,2025-03-24,6,False
P-0300,2025-03-25,9,False
P-0300,2025-03-26,7,False
P-0300,2025-03-27,4,False
P-0300,2025-03-28,3,False
P-0300,2025-03-29,4,False
P-0300,2025-03-30,4,False
P-0300,2025-03-31,4,False
P-0300,2025-04-01,2,False
P-0300,2025-04-02,6,False
P-0300,2025-04-03,8,False
P-0300,2025-04-04,9,False
P-0300,2025-04-05,3,False
P-0300,2025-04-06,12,False
P-0300,2025-04-07,4,False
P-0300,2025-04-08,6,False
P-0300,2025-04-09,9,False
P-0300,2025-04-10,6,False
P-0300,2025-04-11,6,False
P-0300,2025-04-12,10,False
P-0300,2025-04-13,10,False
P-0300,2025-04-14,7,False
P-0300,2025-04-15,6,False
P-0300,2025-04-16,6,False
P-0300,2025-04-17,9,False
P-0300,2025-04-18,7,False
P-0300,2025-04-19,7,False
P-0300,2025-04-20,3,False
P-0300,2025-04-21,2,False
P-0300,2025-04-22,4,False
P-0300,2025-04-23,11,False
P-0300,2025-04-24,7,False
P-0300,2025-04-25,5,False
P-0300,2025-04-26,5,False
P-0300,2025-04-27,4,False
P-0300,2025-04-28,8,False
P-0300,2025-04-29,4,False
P-0300,2025-04-30,5,False
P-0300,2025-05-01,4,False
P-0300,2025-05-02,4,False
P-0300,2025-05-03,10,False
P-0300,2025-05-04,4,False
P-0300,2025-05-05,5,False
P-0300,2025-05-06,9,False
P-0300,2025-05-07,5,False
P-0300,2025-05-08,3,False
P-0300,2025-05-09,6,False
P-0300,2025-05-10,6,False
P-0300,2025-05-11,3,False
P-0300,2025-05-12,5,False
P-0300,2025-05-13,6,False
P-0300,2025-05-14,5,False
P-0300,2025-05-15,4,False
P-0300,2025-05-16,9,False
P-0300,2025-05-17,6,False
P-0300,2025-05-18,7,False
P-0300,2025-05-19,5,False
P-0300,2025-05-20,8,False
P-0300,2025-05-21,7,False
P-0300,2025-05-22,7,False
P-0300,2025-05-23,6,False
P-0300,2025-05-24,7,False
